full_text,lower_case,remove_slang,remove_elongation,emoji_to_text,tweet_tokens,stem,remove_stopwords,remove_stop_words_nltk
Pemerentah mutusken UMK naik rata2 6 5% Ppn jd 12% PKB 66% tagihan ENERGI naik krn Ppn naik kebutuhan kesehatan naik kebutuhan sekolah akan menyusul dipastikan juga barang kebutuhan hidup juga akan naik ... hadiah terindah tahun baru 2025 dari Pemerentah. https://t.co/2iaSSRkL7C,pemerentah mutusken umk naik rata2 6 5 ppn jd 12 pkb 66 tagihan energi naik krn ppn naik kebutuhan kesehatan naik kebutuhan sekolah akan menyusul dipastikan juga barang kebutuhan hidup juga akan naik  hadiah terindah tahun baru 2025 dari pemerentah ,pemerentah mutusken umk naik rata-rata 6 5 ppn jadi 12 pkb 66 tagihan energi naik karena ppn naik kebutuhan kesehatan naik kebutuhan sekolah akan menyusul dipastikan juga barang kebutuhan hidup juga akan naik  hadiah terindah tahun baru 2025 dari pemerentah ,pemerentah mutusken umk naik rata-rata 6 5 ppn jadi 12 pkb 66 tagihan energi naik karena ppn naik kebutuhan kesehatan naik kebutuhan sekolah akan menyusul dipastikan juga barang kebutuhan hidup juga akan naik  hadiah terindah tahun baru 2025 dari pemerentah ,pemerentah mutusken umk naik rata-rata 6 5 ppn jadi 12 pkb 66 tagihan energi naik karena ppn naik kebutuhan kesehatan naik kebutuhan sekolah akan menyusul dipastikan juga barang kebutuhan hidup juga akan naik  hadiah terindah tahun baru 2025 dari pemerentah ,"['pemerentah', 'mutusken', 'umk', 'naik', 'rata-rata', '6', '5', 'ppn', 'jadi', '12', 'pkb', '66', 'tagihan', 'energi', 'naik', 'karena', 'ppn', 'naik', 'kebutuhan', 'kesehatan', 'naik', 'kebutuhan', 'sekolah', 'akan', 'menyusul', 'dipastikan', 'juga', 'barang', 'kebutuhan', 'hidup', 'juga', 'akan', 'naik', 'hadiah', 'terindah', 'tahun', 'baru', '2025', 'dari', 'pemerentah']","['pemerentah', 'mutusken', 'umk', 'naik', 'rata-rata', '6', '5', 'ppn', 'jadi', '12', 'pkb', '66', 'tagih', 'energi', 'naik', 'karena', 'ppn', 'naik', 'butuh', 'sehat', 'naik', 'butuh', 'sekolah', 'akan', 'susul', 'pasti', 'juga', 'barang', 'butuh', 'hidup', 'juga', 'akan', 'naik', 'hadiah', 'indah', 'tahun', 'baru', '2025', 'dari', 'pemeren']","['pemerentah', 'mutusken', 'umk', '-', '6', '5', 'ppn', '12', 'pkb', '66', 'tagih', 'energi', 'ppn', 'butuh', 'sehat', 'butuh', 'sekolah', 'susul', 'barang', 'butuh', 'hidup', 'hadiah', 'indah', '2025', 'pemeren']","['pemerentah', 'mutusken', 'umk', '-', '6', '5', 'ppn', '12', 'pkb', '66', 'tagih', 'energi', 'ppn', 'butuh', 'sehat', 'butuh', 'sekolah', 'susul', 'barang', 'butuh', 'hidup', 'hadiah', 'indah', '2025', 'pemeren']"
Rakyat hanya bisa diam Minggu depan PPN 12% Tahun depan pasti NAIK Tahun2 berikutnya pasti NAIK Dan 5 tahun lagi siap2 : 1. Marak Pencurian 2. Marak Kelaparan 3. Marak anak putus sekolah 4. Kemiskinan di mana2 https://t.co/bhzzneZBfW,rakyat hanya bisa diam minggu depan ppn 12 tahun depan pasti naik tahun2 berikutnya pasti naik dan 5 tahun lagi siap2  1 marak pencurian 2 marak kelaparan 3 marak anak putus sekolah 4 kemiskinan di mana2 ,rakyat hanya bisa diam minggu depan ppn 12 tahun depan pasti naik tahun-tahun berikutnya pasti naik dan 5 tahun lagi siap2  1 marak pencurian 2 marak kelaparan 3 marak anak putus sekolah 4 kemiskinan di mana2 ,rakyat hanya bisa diam minggu depan ppn 12 tahun depan pasti naik tahun-tahun berikutnya pasti naik dan 5 tahun lagi siap2  1 marak pencurian 2 marak kelaparan 3 marak anak putus sekolah 4 kemiskinan di mana2 ,rakyat hanya bisa diam minggu depan ppn 12 tahun depan pasti naik tahun-tahun berikutnya pasti naik dan 5 tahun lagi siap2  1 marak pencurian 2 marak kelaparan 3 marak anak putus sekolah 4 kemiskinan di mana2 ,"['rakyat', 'hanya', 'bisa', 'diam', 'minggu', 'depan', 'ppn', '12', 'tahun', 'depan', 'pasti', 'naik', 'tahun-tahun', 'berikutnya', 'pasti', 'naik', 'dan', '5', 'tahun', 'lagi', 'siap', '2', '1', 'marak', 'pencurian', '2', 'marak', 'kelaparan', '3', 'marak', 'anak', 'putus', 'sekolah', '4', 'kemiskinan', 'di', 'mana', '2']","['rakyat', 'hanya', 'bisa', 'diam', 'minggu', 'depan', 'ppn', '12', 'tahun', 'depan', 'pasti', 'naik', 'tahun-tahun', 'ikut', 'pasti', 'naik', 'dan', '5', 'tahun', 'lagi', 'siap', '2', '1', 'marak', 'curi', '2', 'marak', 'lapar', '3', 'marak', 'anak', 'putus', 'sekolah', '4', 'miskin', 'di', 'mana', '2']","['rakyat', 'diam', 'minggu', 'ppn', '12', '-', '5', '2', '1', 'marak', 'curi', '2', 'marak', 'lapar', '3', 'marak', 'anak', 'putus', 'sekolah', '4', 'miskin', '2']","['rakyat', 'diam', 'minggu', 'ppn', '12', '-', '5', '2', '1', 'marak', 'curi', '2', 'marak', 'lapar', '3', 'marak', 'anak', 'putus', 'sekolah', '4', 'miskin', '2']"
@anitabembem astagfirullah terus dgn ppn 12% dan lebaran jadi naik berapa lagi,@anitabembem astagfirullah terus dgn ppn 12 dan lebaran jadi naik berapa lagi,@anitabembem astagfirullah terus dengan ppn 12 dan lebaran jadi naik berapa lagi,@anitabembem astagfirullah terus dengan ppn 12 dan lebaran jadi naik berapa lagi,@anitabembem astagfirullah terus dengan ppn 12 dan lebaran jadi naik berapa lagi,"['astagfirullah', 'terus', 'dengan', 'ppn', '12', 'dan', 'lebaran', 'jadi', 'naik', 'berapa', 'lagi']","['astagfirullah', 'terus', 'dengan', 'ppn', '12', 'dan', 'lebaran', 'jadi', 'naik', 'berapa', 'lagi']","['astagfirullah', 'ppn', '12', 'lebaran']","['astagfirullah', 'ppn', '12', 'lebaran']"
Blm 100 hari jadi PPN udah naik 12% jangan lupa ini masih blm 100 hari kita masih akan dipimpin 5 tahun kedepan ,blm 100 hari jadi ppn udah naik 12 jangan lupa ini masih blm 100 hari kita masih akan dipimpin 5 tahun kedepan ,belum 100 hari jadi ppn sudah naik 12 jangan lupa ini masih belum 100 hari kita masih akan dipimpin 5 tahun kedepan ,belum 100 hari jadi ppn sudah naik 12 jangan lupa ini masih belum 100 hari kita masih akan dipimpin 5 tahun kedepan ,belum 100 hari jadi ppn sudah naik 12 jangan lupa ini masih belum 100 hari kita masih akan dipimpin 5 tahun kedepan ,"['belum', '100', 'hari', 'jadi', 'ppn', 'sudah', 'naik', '12', 'jangan', 'lupa', 'ini', 'masih', 'belum', '100', 'hari', 'kita', 'masih', 'akan', 'dipimpin', '5', 'tahun', 'kedepan']","['belum', '100', 'hari', 'jadi', 'ppn', 'sudah', 'naik', '12', 'jangan', 'lupa', 'ini', 'masih', 'belum', '100', 'hari', 'kita', 'masih', 'akan', 'pimpin', '5', 'tahun', 'depan']","['100', 'ppn', '12', 'lupa', '100', 'pimpin', '5']","['100', 'ppn', '12', 'lupa', '100', 'pimpin', '5']"
Dibahas Prabowo dalam Pertemuan dengan Ketum Parpol Koalisi PPN Batal Naik 12 Persen? https://t.co/bCtI49877m,dibahas prabowo dalam pertemuan dengan ketum parpol koalisi ppn batal naik 12 persen ,dibahas prabowo dalam pertemuan dengan ketum parpol koalisi ppn batal naik 12 persen ,dibahas prabowo dalam pertemuan dengan ketum parpol koalisi ppn batal naik 12 persen ,dibahas prabowo dalam pertemuan dengan ketum parpol koalisi ppn batal naik 12 persen ,"['dibahas', 'prabowo', 'dalam', 'pertemuan', 'dengan', 'ketum', 'parpol', 'koalisi', 'ppn', 'batal', 'naik', '12', 'persen']","['bahas', 'prabowo', 'dalam', 'temu', 'dengan', 'tum', 'parpol', 'koalisi', 'ppn', 'batal', 'naik', '12', 'persen']","['bahas', 'prabowo', 'temu', 'tum', 'parpol', 'koalisi', 'ppn', 'batal', '12', 'persen']","['bahas', 'prabowo', 'temu', 'tum', 'parpol', 'koalisi', 'ppn', 'batal', '12', 'persen']"
Udah lama gak mantau fb buat beli digicam kayaknya yaudahlah 2025 targetnya nabung dan berhenti jajan karena ppn naik 12%,udah lama gak mantau fb buat beli digicam kayaknya yaudahlah 2025 targetnya nabung dan berhenti jajan karena ppn naik 12,sudah lama enggak mantau fb buat beli digicam kayaknya yaudahlah 2025 targetnya nabung dan berhenti jajan karena ppn naik 12,sudah lama enggak mantau fb buat beli digicam kayaknya yaudahlah 2025 targetnya nabung dan berhenti jajan karena ppn naik 12,sudah lama enggak mantau fb buat beli digicam kayaknya yaudahlah 2025 targetnya nabung dan berhenti jajan karena ppn naik 12,"['sudah', 'lama', 'enggak', 'mantau', 'fb', 'buat', 'beli', 'digicam', 'kayaknya', 'yaudahlah', '2025', 'targetnya', 'nabung', 'dan', 'berhenti', 'jajan', 'karena', 'ppn', 'naik', '12']","['sudah', 'lama', 'tidak', 'pantau', 'fb', 'buat', 'beli', 'digicam', 'kayak', 'yaudahlah', '2025', 'target', 'tabung', 'dan', 'henti', 'jajan', 'karena', 'ppn', 'naik', '12']","['pantau', 'fb', 'beli', 'digicam', 'kayak', 'yaudahlah', '2025', 'target', 'tabung', 'henti', 'jajan', 'ppn', '12']","['pantau', 'fb', 'beli', 'digicam', 'kayak', 'yaudahlah', '2025', 'target', 'tabung', 'henti', 'jajan', 'ppn', '12']"
ayo order gais sebelum naik kena ppn 12%,ayo order gais sebelum naik kena ppn 12,ayo order gais sebelum naik kena ppn 12,ayo order gais sebelum naik kena ppn 12,ayo order gais sebelum naik kena ppn 12,"['ayo', 'order', 'gais', 'sebelum', 'naik', 'kena', 'ppn', '12']","['ayo', 'order', 'gais', 'belum', 'naik', 'kena', 'ppn', '12']","['ayo', 'order', 'gais', 'kena', 'ppn', '12']","['ayo', 'order', 'gais', 'kena', 'ppn', '12']"
Ngerayain PPN naik 12% kah !?,ngerayain ppn naik 12 kah ,merayakan ppn naik 12 kah ,merayakan ppn naik 12 kah ,merayakan ppn naik 12 kah ,"['merayakan', 'ppn', 'naik', '12', 'kah']","['raya', 'ppn', 'naik', '12', 'kah']","['raya', 'ppn', '12', 'kah']","['raya', 'ppn', '12']"
@geloraco Niat gak ada buktikan ppn tdk naik 12%,@geloraco niat gak ada buktikan ppn tdk naik 12,@geloraco niat enggak ada buktikan ppn tidak naik 12,@geloraco niat enggak ada buktikan ppn tidak naik 12,@geloraco niat enggak ada buktikan ppn tidak naik 12,"['niat', 'enggak', 'ada', 'buktikan', 'ppn', 'tidak', 'naik', '12']","['niat', 'tidak', 'ada', 'bukti', 'ppn', 'tidak', 'naik', '12']","['niat', 'bukti', 'ppn', '12']","['niat', 'bukti', 'ppn', '12']"
h-1 ppn 12% dan tunjangan pejabat naik,h1 ppn 12 dan tunjangan pejabat naik,h1 ppn 12 dan tunjangan pejabat naik,h1 ppn 12 dan tunjangan pejabat naik,h1 ppn 12 dan tunjangan pejabat naik,"['h1', 'ppn', '12', 'dan', 'tunjangan', 'pejabat', 'naik']","['h1', 'ppn', '12', 'dan', 'tunjang', 'pejabat', 'naik']","['h1', 'ppn', '12', 'tunjang', 'pejabat']","['h1', 'ppn', '12', 'tunjang', 'pejabat']"
@Ayank_22end Ngeluhh yaaa percumaaa jugaaa tapi yaa tetep ngeluh gaji 2juta kurang bergelut dengan ppn naik 12% gaji ga naik masih punya anak bayi yang kebutuhannya buanyak pol huhu semogaa di luaskan rejekinyaaaaa ️,@ayank22end ngeluhh yaaa percumaaa jugaaa tapi yaa tetep ngeluh gaji 2juta kurang bergelut dengan ppn naik 12 gaji ga naik masih punya anak bayi yang kebutuhannya buanyak pol huhu semogaa di luaskan rejekinyaaaaa ️,@ayank22end ngeluhh ya percumaaa juga tapi ya tetap ngeluh gaji 2juta kurang bergelut dengan ppn naik 12 gaji enggak naik masih punya anak bayi yang kebutuhannya buanyak pol huhu semoga di luaskan rejekinyaaaaa ️,@ayank22end ngeluh ya percuma juga tapi ya tetap ngeluh gaji 2juta kurang bergelut dengan ppn naik 12 gaji enggak naik masih punya anak bayi yang kebutuhannya buanyak pol huhu semoga di luaskan rejekinya ️,@ayank22end ngeluh ya percuma juga tapi ya tetap ngeluh gaji 2juta kurang bergelut dengan ppn naik 12 gaji enggak naik masih punya anak bayi yang kebutuhannya buanyak pol huhu semoga di luaskan rejekinya ️,"['ngeluh', 'ya', 'percuma', 'juga', 'tapi', 'ya', 'tetap', 'ngeluh', 'gaji', '2juta', 'kurang', 'bergelut', 'dengan', 'ppn', 'naik', '12', 'gaji', 'enggak', 'naik', 'masih', 'punya', 'anak', 'bayi', 'yang', 'kebutuhannya', 'buanyak', 'pol', 'huhu', 'semoga', 'di', 'luaskan', 'rejekinya', '️']","['ngeluh', 'iya', 'percuma', 'juga', 'tapi', 'iya', 'tetap', 'luh', 'gaji', '2juta', 'kurang', 'gelut', 'dengan', 'ppn', 'naik', '12', 'gaji', 'tidak', 'naik', 'masih', 'punya', 'anak', 'bayi', 'yang', 'butuh', 'buanyak', 'pol', 'huhu', 'moga', 'di', 'luas', 'rejeki', '️']","['ngeluh', 'iya', 'iya', 'luh', 'gaji', '2juta', 'gelut', 'ppn', '12', 'gaji', 'anak', 'bayi', 'butuh', 'buanyak', 'pol', 'huhu', 'moga', 'luas', 'rejeki', '️']","['ngeluh', 'luh', 'gaji', '2juta', 'gelut', 'ppn', '12', 'gaji', 'anak', 'bayi', 'butuh', 'buanyak', 'pol', 'huhu', 'moga', 'luas', 'rejeki', '️']"
@BBCIndonesia PPN naik jadi 12% mulai Jan 2025. Kelompok miskin bakal tambah pengeluaran Rp101rb/bulan kelompok rentan Rp153rb/bulan kelas menengah Rp354rb/bulan. Kenaikan berlaku untuk semua barang &amp; jasa kecuali sembako bukan cuma barang premium.,@bbcindonesia ppn naik jadi 12 mulai jan 2025 kelompok miskin bakal tambah pengeluaran rp101rbbulan kelompok rentan rp153rbbulan kelas menengah rp354rbbulan kenaikan berlaku untuk semua barang amp jasa kecuali sembako bukan cuma barang premium,@bbcindonesia ppn naik jadi 12 mulai jangan 2025 kelompok miskin bakal tambah pengeluaran rp101rbbulan kelompok rentan rp153rbbulan kelas menengah rp354rbbulan kenaikan berlaku untuk semua barang amp jasa kecuali sembako bukan cuma barang premium,@bbcindonesia ppn naik jadi 12 mulai jangan 2025 kelompok miskin bakal tambah pengeluaran rp101rbbulan kelompok rentan rp153rbbulan kelas menengah rp354rbbulan kenaikan berlaku untuk semua barang amp jasa kecuali sembako bukan cuma barang premium,@bbcindonesia ppn naik jadi 12 mulai jangan 2025 kelompok miskin bakal tambah pengeluaran rp101rbbulan kelompok rentan rp153rbbulan kelas menengah rp354rbbulan kenaikan berlaku untuk semua barang amp jasa kecuali sembako bukan cuma barang premium,"['ppn', 'naik', 'jadi', '12', 'mulai', 'jangan', '2025', 'kelompok', 'miskin', 'bakal', 'tambah', 'pengeluaran', 'rp101rbbulan', 'kelompok', 'rentan', 'rp153rbbulan', 'kelas', 'menengah', 'rp354rbbulan', 'kenaikan', 'berlaku', 'untuk', 'semua', 'barang', 'amp', 'jasa', 'kecuali', 'sembako', 'bukan', 'cuma', 'barang', 'premium']","['ppn', 'naik', 'jadi', '12', 'mulai', 'jangan', '2025', 'kelompok', 'miskin', 'bakal', 'tambah', 'keluar', 'rp101rbbulan', 'kelompok', 'rentan', 'rp153rbbulan', 'kelas', 'tengah', 'rp354rbbulan', 'kenaikan', 'berlaku', 'untuk', 'semua', 'barang', 'amp', 'jasa', 'kecuali', 'sembako', 'bukan', 'cuma', 'barang', 'premium']","['ppn', '12', '2025', 'kelompok', 'miskin', 'rp101rbbulan', 'kelompok', 'rentan', 'rp153rbbulan', 'kelas', 'rp354rbbulan', 'kenaikan', 'berlaku', 'barang', 'amp', 'jasa', 'kecuali', 'sembako', 'barang', 'premium']","['ppn', '12', '2025', 'kelompok', 'miskin', 'rp101rbbulan', 'kelompok', 'rentan', 'rp153rbbulan', 'kelas', 'rp354rbbulan', 'kenaikan', 'berlaku', 'barang', 'amp', 'jasa', 'kecuali', 'sembako', 'barang', 'premium']"
tiketnya gak kena ppn 12% tapi nanti harga tiketnya yang naik 20% ,tiketnya gak kena ppn 12 tapi nanti harga tiketnya yang naik 20 ,tiketnya enggak kena ppn 12 tapi nanti harga tiketnya yang naik 20 ,tiketnya enggak kena ppn 12 tapi nanti harga tiketnya yang naik 20 ,tiketnya enggak kena ppn 12 tapi nanti harga tiketnya yang naik 20 ,"['tiketnya', 'enggak', 'kena', 'ppn', '12', 'tapi', 'nanti', 'harga', 'tiketnya', 'yang', 'naik', '20']","['tiket', 'tidak', 'kena', 'ppn', '12', 'tapi', 'nanti', 'harga', 'tiket', 'yang', 'naik', '20']","['tiket', 'kena', 'ppn', '12', 'harga', 'tiket', '20']","['tiket', 'kena', 'ppn', '12', 'harga', 'tiket', '20']"
ini sampe tanggal segini fix nih 2 hari lagi PPN bakal naik beneran????????,ini sampe tanggal segini fix nih 2 hari lagi ppn bakal naik beneran,ini sampai tanggal segini fix nih 2 hari lagi ppn bakal naik benaran,ini sampai tanggal segini fix nih 2 hari lagi ppn bakal naik benaran,ini sampai tanggal segini fix nih 2 hari lagi ppn bakal naik benaran,"['ini', 'sampai', 'tanggal', 'segini', 'fix', 'nih', '2', 'hari', 'lagi', 'ppn', 'bakal', 'naik', 'benaran']","['ini', 'sampai', 'tanggal', 'segini', 'fix', 'ini', '2', 'hari', 'lagi', 'ppn', 'bakal', 'naik', 'benar']","['tanggal', 'segini', 'fix', '2', 'ppn']","['tanggal', 'segini', 'fix', '2', 'ppn']"
@pradipta944 @alamandaflowerr @StefanAntonio__ Peler kalo pinter ngegonggong dong soal situasi akrg ppn naik 12% diem aja. Kalo pemilih 02 iq bagus harusnya bs mikir banyaknya jabatan2 tambahan lu pikir brp puluh triiunan tambahan pengeluarannya. Peler makan tuh demografi. Sana gonggongin prabowo https://t.co/M5MW4u5kLp,@pradipta944 @alamandaflowerr @stefanantonio peler kalo pinter ngegonggong dong soal situasi akrg ppn naik 12 diem aja kalo pemilih 02 iq bagus harusnya bs mikir banyaknya jabatan2 tambahan lu pikir brp puluh triiunan tambahan pengeluarannya peler makan tuh demografi sana gonggongin prabowo ,@pradipta944 @alamandaflowerr @stefanantonio peler kalo pintar ngegonggong dong soal situasi akrg ppn naik 12 diam saja kalo pemilih 02 iq bagus harusnya bisa mikir banyaknya jabatan2 tambahan lu pikir berapa puluh triiunan tambahan pengeluarannya peler makan tuh demografi sana gonggongin prabowo ,@pradipta944 @alamandaflower @stefanantonio peler kalo pintar ngegonggong dong soal situasi akrg ppn naik 12 diam saja kalo pemilih 02 iq bagus harusnya bisa mikir banyaknya jabatan2 tambahan lu pikir berapa puluh triiunan tambahan pengeluarannya peler makan tuh demografi sana gonggongin prabowo ,@pradipta944 @alamandaflower @stefanantonio peler kalo pintar ngegonggong dong soal situasi akrg ppn naik 12 diam saja kalo pemilih 02 iq bagus harusnya bisa mikir banyaknya jabatan2 tambahan lu pikir berapa puluh triiunan tambahan pengeluarannya peler makan tuh demografi sana gonggongin prabowo ,"['peler', 'kalo', 'pintar', 'ngegonggong', 'dong', 'soal', 'situasi', 'akrg', 'ppn', 'naik', '12', 'diam', 'saja', 'kalo', 'pemilih', '02', 'iq', 'bagus', 'harusnya', 'bisa', 'mikir', 'banyaknya', 'jabatan', '2', 'tambahan', 'lu', 'pikir', 'berapa', 'puluh', 'triiunan', 'tambahan', 'pengeluarannya', 'peler', 'makan', 'tuh', 'demografi', 'sana', 'gonggongin', 'prabowo']","['peler', 'kalau', 'pintar', 'gonggong', 'dong', 'soal', 'situasi', 'akrg', 'ppn', 'naik', '12', 'diam', 'saja', 'kalau', 'pilih', '02', 'iq', 'bagus', 'harus', 'bisa', 'pikir', 'banyak', 'jabat', '2', 'tambah', 'lu', 'pikir', 'berapa', 'puluh', 'triiunan', 'tambah', 'keluar', 'peler', 'makan', 'itu', 'demografi', 'sana', 'gonggong', 'prabowo']","['peler', 'pintar', 'gonggong', 'situasi', 'akrg', 'ppn', '12', 'diam', 'pilih', '02', 'iq', 'bagus', 'pikir', 'jabat', '2', 'lu', 'pikir', 'puluh', 'triiunan', 'peler', 'makan', 'demografi', 'gonggong', 'prabowo']","['peler', 'pintar', 'gonggong', 'situasi', 'akrg', 'ppn', '12', 'diam', 'pilih', '02', 'iq', 'bagus', 'pikir', 'jabat', '2', 'pikir', 'puluh', 'triiunan', 'peler', 'makan', 'demografi', 'gonggong', 'prabowo']"
So for everyone who said PPN naik 12% nggak ngefek ke mana-mana please educate yourself.,so for everyone who said ppn naik 12 nggak ngefek ke manamana please educate yourself,sok for everyone who said ppn naik 12 enggak ngefek ke manamana please educate yourself,sok for everyone who said ppn naik 12 enggak ngefek ke manamana please educate yourself,sok for everyone who said ppn naik 12 enggak ngefek ke manamana please educate yourself,"['sok', 'for', 'everyone', 'who', 'said', 'ppn', 'naik', '12', 'enggak', 'ngefek', 'ke', 'manamana', 'please', 'educate', 'yourself']","['sok', 'for', 'everyone', 'who', 'said', 'ppn', 'naik', '12', 'tidak', 'ngefek', 'ke', 'manamana', 'please', 'educate', 'yourself']","['sok', 'for', 'everyone', 'who', 'said', 'ppn', '12', 'ngefek', 'manamana', 'please', 'educate', 'yourself']","['sok', 'for', 'everyone', 'who', 'said', 'ppn', '12', 'ngefek', 'manamana', 'please', 'educate', 'yourself']"
Ia saking syaang nya ppn 12% aja pada diem ..tgl 1 jadi kan naik min @Gerindra,ia saking syaang nya ppn 12 aja pada diem tgl 1 jadi kan naik min @gerindra,ia saking syaang nya ppn 12 saja pada diam tanggal 1 jadi kan naik min @gerindra,ia saking syaang nya ppn 12 saja pada diam tanggal 1 jadi kan naik min @gerindra,ia saking syaang nya ppn 12 saja pada diam tanggal 1 jadi kan naik min @gerindra,"['ia', 'saking', 'syaang', 'nya', 'ppn', '12', 'saja', 'pada', 'diam', 'tanggal', '1', 'jadi', 'kan', 'naik', 'min']","['ia', 'saking', 'syaang', 'nya', 'ppn', '12', 'saja', 'pada', 'diam', 'tanggal', '1', 'jadi', 'kan', 'naik', 'min']","['saking', 'syaang', 'nya', 'ppn', '12', 'diam', 'tanggal', '1', 'min']","['saking', 'syaang', 'ppn', '12', 'diam', 'tanggal', '1', 'min']"
Polemik PPN Naik Jadi 12 Persen: Ada Petisi Ditandatangani 199 Ribu Orang - https://t.co/5ySvAqu0mH,polemik ppn naik jadi 12 persen ada petisi ditandatangani 199 ribu orang  ,polemik ppn naik jadi 12 persen ada petisi ditandatangani 199 ribu orang  ,polemik ppn naik jadi 12 persen ada petisi ditandatangani 199 ribu orang  ,polemik ppn naik jadi 12 persen ada petisi ditandatangani 199 ribu orang  ,"['polemik', 'ppn', 'naik', 'jadi', '12', 'persen', 'ada', 'petisi', 'ditandatangani', '199', 'ribu', 'orang']","['polemik', 'ppn', 'naik', 'jadi', '12', 'persen', 'ada', 'petisi', 'ditandatangani', '199', 'ribu', 'orang']","['polemik', 'ppn', '12', 'persen', 'petisi', 'ditandatangani', '199', 'ribu', 'orang']","['polemik', 'ppn', '12', 'persen', 'petisi', 'ditandatangani', '199', 'ribu', 'orang']"
@24hoursofcala Gass kk co sebelum ppn naik 12 % https://t.co/rJxgHpqxC6,@24hoursofcala gass kk co sebelum ppn naik 12  ,@24hoursofcala gass kakak cowok sebelum ppn naik 12  ,@24hoursofcala gas kakak cowok sebelum ppn naik 12  ,@24hoursofcala gas kakak cowok sebelum ppn naik 12  ,"['gas', 'kakak', 'cowok', 'sebelum', 'ppn', 'naik', '12']","['gas', 'kakak', 'cowok', 'belum', 'ppn', 'naik', '12']","['gas', 'kakak', 'cowok', 'ppn', '12']","['gas', 'kakak', 'cowok', 'ppn', '12']"
@convomf Tapi emang bener dah semua bahan naik ya Allaahhhh moga aja ini hanya efek akhir tahun setelah itu normal lagi tapi nggak tau yah yg PPN 12 itu Jadi pengen bubur ayam,@convomf tapi emang bener dah semua bahan naik ya allaahhhh moga aja ini hanya efek akhir tahun setelah itu normal lagi tapi nggak tau yah yg ppn 12 itu jadi pengen bubur ayam,@convomf tapi memang benar deh semua bahan naik ya allaahhhh moga saja ini hanya efek akhir tahun setelah itu normal lagi tapi enggak tau ya yang ppn 12 itu jadi pengin bubur ayam,@convomf tapi memang benar deh semua bahan naik ya allaah moga saja ini hanya efek akhir tahun setelah itu normal lagi tapi enggak tau ya yang ppn 12 itu jadi pengin bubur ayam,@convomf tapi memang benar deh semua bahan naik ya allaah moga saja ini hanya efek akhir tahun setelah itu normal lagi tapi enggak tau ya yang ppn 12 itu jadi pengin bubur ayam,"['tapi', 'memang', 'benar', 'deh', 'semua', 'bahan', 'naik', 'ya', 'allaah', 'moga', 'saja', 'ini', 'hanya', 'efek', 'akhir', 'tahun', 'setelah', 'itu', 'normal', 'lagi', 'tapi', 'enggak', 'tau', 'ya', 'yang', 'ppn', '12', 'itu', 'jadi', 'pengin', 'bubur', 'ayam']","['tapi', 'memang', 'benar', 'deh', 'semua', 'bahan', 'naik', 'iya', 'allaah', 'moga', 'saja', 'ini', 'hanya', 'efek', 'akhir', 'tahun', 'setelah', 'itu', 'normal', 'lagi', 'tapi', 'tidak', 'tau', 'iya', 'yang', 'ppn', '12', 'itu', 'jadi', 'pengin', 'bubur', 'ayam']","['deh', 'bahan', 'iya', 'allaah', 'moga', 'efek', 'normal', 'tau', 'iya', 'ppn', '12', 'pengin', 'bubur', 'ayam']","['bahan', 'allaah', 'moga', 'efek', 'normal', 'ppn', '12', 'pengin', 'bubur', 'ayam']"
